1.0	1.9	-1029.9
1.8	-2.9	1.9
-3.0	0.9	-0.4
-0.4	1.7	-0.2
3.3	6.8	2.9
-7.1	0.0	0.5
0.0	-8.0	3.7
1.9	-1.7	0.9
1.4	-48.4	-1170.7
-2.9	-6.9	-0.6
1.1	3.2	-2.4
1.8	-1.5	0.6
1.0	-0.4	0.2
-0.6	-2.7	4.4
-10.3	-0.1	0.0
4.2	2.0	1.2
1.1	-2.9	3.8
1.9	1.9	0.1
-1.5	-3.8	-0.9
0.3	0.0	-0.8
1.1	0.4	-1.4
-2.5	-1.1	-3.6
-1.0	1.4	-2.0
0.9	0.5	-0.9
4.3	0.3	1.1
2.2	-2.0	-1.9
0.7	-0.3	-3.4
1.6	-0.3	1.3
-1.1	3.5	-6.8
-2.5	3.1	-1018.8
-4.1	-27.4	-13.0
-1.2	4.4	-4.1
-0.9	-0.2	-0.4
1.3	0.9	-0.5
1.2	-0.3	-0.5
0.4	-1.0	-0.3
-0.6	-0.2	2.6
-3.2	6.9	-2.3
1.5	-4.6	4.9
-1.5	-1.3	3.0
2.9	0.3	0.2
3.6	-6.0	1.4
4.0	0.3	2.0
3.6	-2.7	1.0
3.6	0.6	0.0
-0.3	-3.5	-1.4
-0.8	-3.3	-0.3
2.1	3.5	2.9
-0.5	-970.7	0.4
1.4	0.0	-938.7
-2.9	1.4	-1.0
0.1	0.1	-1.5
0.7	-1.5	-0.6
4.0	4.4	-0.4
-0.6	-954.7	-2.5
-2.9	3.0	-0.4
-11.1	3.0	-1.3
-4.0	-3.4	0.9
-0.6	-2.4	1.8
-0.8	-5.0	5.4
1.6	6.0	-2.5
6.3	2.5	5.6
0.1	-1018.2	2.6
1.3	-2.0	0.4
1.6	-4.3	-1041.8
2.5	-1.3	-3.2
4.2	-3.0	-3.8
1.9	4.6	-0.3
-0.3	-929.6	-2.5
4.7	2.3	-2.3
-3.6	-0.5	0.2
0.6	-0.8	-1.2
-0.1	3.6	-4.2
0.3	1.2	0.3
1.8	-964.4	3.3
2.9	-1.3	0.0
1.4	-2.5	1.7
-1.3	1.9	5.1
-3.9	0.4	0.9
-3.5	0.3	-0.3
0.1	-2.2	-4.0
-2.7	-981.0	-2.0
-9.5	-0.5	-1.1
-3.1	0.9	0.1
-12.7	5.3	-5.1
1.4	6.3	-1.0
2.6	1.6	2.0
-3.3	1.5	-2.1
8.0	2.8	-6.7
1.3	0.3	2.1
-7.9	-3.2	-1.1
0.6	-0.8	3.6
1.7	0.2	1.4
0.2	-1.8	-0.8
0.4	1.6	0.6
-0.6	1.9	1.5
-1.6	-2.1	1.6
-1.2	-3.6	4.8
4.5	-1097.3	3.5
-1.3	-3.9	0.8
2.4	3.0	4.3
1.9	-1.1	0.3
2.8	1.9	-0.4
-0.9	-0.6	0.9
-0.9	3.1	-0.1
-5.9	-1.4	-0.1
1.5	-3.6	1.3
2.7	-0.3	-0.5
1.9	0.3	-0.2
0.8	1.5	1.2
2.7	-5.5	6.3
2.6	-43.6	-46.5
4.8	0.7	-0.6
-2.9	1.4	-2.6
0.3	0.3	-1.7
-8.7	-0.8	-0.3
2.7	-938.4	1.5
0.0	0.7	-2.1
7.6	-0.2	-0.2
1.2	-0.5	-0.3
1.8	3.7	-3.0
0.9	-0.4	1.8
32.5	-65.6	-59.0
-1.3	0.6	0.2
0.8	-1.8	-0.3
3.9	1.6	-0.5
-1.3	-960.9	0.0
1.4	0.6	1.1
-0.1	-1.0	-1.5
-2.4	-0.9	0.0
3.4	-5.1	2.0
0.3	0.2	0.2
1.0	-5.8	-1135.4
2.9	0.0	-1.7
-0.4	1.4	-4.3
9.5	-1.3	-1.8
-7.5	-0.5	-5.7
1.2	2.6	1.2
0.8	-2.3	1.4
-1.3	-7.2	2.3
0.7	-6.5	4.1
2.1	0.3	1.5
0.6	-992.4	-2.1
1.9	-2.1	-2.1
-0.7	2.7	0.6
2.6	-0.1	-1.6
-4.6	-0.9	-943.7
0.5	6.1	0.4
-2.1	5.3	-4.3
-0.9	0.4	0.3
-5.0	-1010.8	0.5
-7.1	3.7	-2.3
-0.2	3.7	-4.5
3.9	-3.2	-2.5
4.0	1.4	-3.1
-2.4	0.6	-1010.9
-0.1	0.4	4.2
0.2	0.1	-0.6
1.2	0.6	-2.5
2.3	1.7	-2.3
1.2	-0.5	0.1
-2.2	-1.3	0.4
0.1	2.5	-0.1
10.5	0.8	-0.2
3.0	-1.9	0.9
1.0	-1.7	-0.8
1.0	1.7	1.8
0.4	-927.2	-0.7
0.8	-1026.5	-3.0
0.5	-4.3	1.9
0.2	-1.2	-1035.5
2.4	0.2	0.7
2.6	1.6	1.0
0.9	-0.2	-0.2
-1.6	-1.0	3.4
4.2	2.0	-1.1
1.2	-2.9	0.7
-9.7	0.2	1.7
-0.7	2.3	-0.9
-1.7	0.2	-2.2
0.8	0.3	-0.5
1.3	1.9	-927.5
0.0	-7.1	4.5
2.4	-1.7	2.6
-2.1	-0.6	1.0
-0.4	-0.1	1.3
2.6	-3.2	2.4
3.6	2.7	-1.1
0.3	-0.1	0.2
-6.7	-1.7	-1023.5
1.2	-2.5	2.8
-0.2	-1.2	-6.3
-2.1	-0.3	-987.7
2.2	0.9	0.0
-6.8	0.5	-1.6
2.7	-1009.2	1.8
5.0	-4.7	-0.9
-1.6	-3.3	1.2
1.4	0.1	-984.4
1.1	2.6	-1000.9
0.1	0.1	-0.2
-2.6	-0.8	-1.3
-2.6	-5.1	2.0
0.9	-2.8	4.0
0.5	-1.3	0.8
1.9	0.2	6.4
4.2	3.6	-4.0
2.8	-0.3	2.5
0.8	0.9	-1.3
0.2	2.5	1.8
-9.6	-3.3	1.0
1.9	-3.6	6.3
-1.9	-991.6	-2.8
-2.2	0.6	-0.9
0.6	1.5	0.3
1.0	4.6	-1.2
14.2	-1.0	0.2
0.9	3.0	-900.2
0.3	0.1	-2.3
0.6	3.9	-5.0
2.3	-6.6	3.4
1.5	1.7	1.3
-4.9	-963.6	-0.9
-1.4	5.1	0.0
0.3	-3.3	-3.2
3.0	1.6	-3.4
-0.1	-4.2	4.5
-4.8	0.1	5.8
-5.9	1.1	2.5
1.1	-2.0	-1041.0
0.4	-1.9	5.0
-1.8	0.0	-0.3
-18.9	0.7	0.0
1.4	-0.8	0.3
1.8	-3.3	0.4
-28.1	0.1	-0.3
1.0	-1026.9	-1.5
-0.2	-1176.0	-42.5
0.7	0.6	-1.1
3.6	3.0	-0.8
0.3	-1.9	-1.2
0.2	-0.3	-0.5
4.0	-2.0	-3.0
1.5	-0.8	1.5
5.1	-0.1	-3.5
1.2	-980.5	-2.5
3.0	1.9	-1.6
-0.3	1.4	-5.3
0.7	2.6	-2.9
0.1	1.6	6.1
1.1	7.0	-0.2
3.5	-1071.7	1.7
3.4	-0.6	-1.0
1.7	-956.0	-4.3
0.8	-4.2	-0.4
-9.5	-963.5	0.6
-0.3	-3.2	1.4
-9.8	0.4	-1.0
8.5	1.8	-3.3
1.1	4.5	0.6
1.6	-1.7	-0.7
1.4	0.8	2.8
2.0	0.9	-5.2
4.1	-1053.6	-0.1
-1.7	0.7	2.3
0.3	-2.3	-2.5
0.1	-1.0	0.5
-2.1	5.2	-2.6
-1.3	-0.8	-1.7
-3.1	-1.1	0.6
1.8	-4.2	3.6
-11.0	-928.2	3.1
2.8	-1.3	-0.7
0.9	-0.2	3.4
-2.0	1.1	-2.7
-3.7	-0.8	-0.8
-2.5	-0.5	0.2
5.6	3.2	-4.8
-2.4	3.4	2.9
1.1	3.4	-1.3
-2.7	0.6	-933.2
2.6	3.6	-991.9
0.1	4.0	-1.5
0.0	0.4	-0.6
-2.5	-1.8	1.2
1.6	0.2	0.4
2.3	3.9	-3.2
1.0	1.6	-1018.3
0.9	3.6	-1.2
-0.5	-0.8	-3.9
2.6	-4.6	4.2
2.2	-0.9	1.5
1.7	1.0	0.0
-2.6	-0.5	6.1
-0.4	-1.1	-1.1
-2.0	0.1	-1.3
-1.0	-1.1	-0.5
-9.2	-1.1	-0.7
0.8	2.9	-2.4
0.6	-1.5	-1.2
9.0	-1.5	1.9
-1.4	0.2	-0.4
-0.4	-1.3	4.2
-1.2	-0.6	0.6
-0.2	4.2	-1.3
-1.2	-2.1	-1016.4
-0.6	-2.2	3.1
-0.7	2.1	-0.8
0.3	2.5	-952.3
0.3	-2.2	-1.2
3.6	3.4	-3.7
2.2	-2.5	1.5
0.1	0.6	0.5
4.7	-1.3	-1.3
-0.5	0.8	-948.5
1.8	3.1	-956.2
2.3	-1.5	0.1
-0.9	0.0	1.0
-18.5	-3.9	3.2
2.3	7.6	-4.1
-2.0	1.1	1.0
2.8	0.6	-0.7
-6.6	1.9	-3.2
-3.2	0.2	-0.4
-6.8	0.0	-2.3
3.0	-3.2	0.7
0.2	2.6	2.2
1.9	0.4	2.9
-1.6	-3.5	1.7
0.3	-0.9	-1.1
-1.4	3.4	0.1
6.0	-0.4	1.4
0.9	0.9	-0.5
-0.4	-2.4	-3.4
-9.5	-1.0	6.4
-0.4	0.9	-4.9
3.3	1.9	0.1
1.4	-1.0	-1.1
-8.5	-0.2	3.1
0.6	-1064.1	-3.9
0.0	1.1	-1067.9
3.0	-929.4	0.7
2.5	1.6	-3.9
-0.8	-1.9	0.7
1.0	-0.8	-0.5
0.1	-917.5	1.8
3.6	0.3	-5.7
0.6	1.6	-3.6
2.7	5.6	-6.8
-2.1	0.0	1.1
1.8	-2.6	0.1
-2.5	0.2	-2.5
2.3	0.9	0.7
-4.6	-1.5	2.6
2.1	-0.8	1.2
0.3	-0.3	-1.1
1.3	-1043.8	3.8
-2.5	-4.3	3.0
0.8	-3.0	3.7
0.7	-1.1	2.6
4.1	-2.5	2.8
-1.9	1.2	-1038.8
2.8	3.7	-6.3
0.0	-0.4	-0.2
1.5	1.6	-2.1
-6.3	-1.2	-1069.7
1.5	-1015.3	2.9
-0.2	-2.1	1.7
1.9	-2.6	0.5
0.2	0.6	1.0
-1.9	-954.6	-1.2
3.2	2.4	0.4
2.3	-0.9	1.8
1.0	2.2	0.4
-2.7	-1.1	3.8
-2.5	0.7	-0.4
-2.7	-1.4	-3.5
-10.7	-1.9	-1.7
0.6	1.4	-1.2
-1.4	-0.6	0.1
-7.9	-1188.1	-59.5
-3.7	2.3	-2.9
0.3	-936.1	-2.0
-21.6	0.5	-1.6
3.0	1.7	-0.9
-5.1	-1.6	2.1
-1.1	0.0	-1.4
1.1	-1.5	4.1
-1.6	-2.2	5.7
0.2	1.0	-1.5
1.0	2.7	-2.4
5.2	-3.7	-1.9
1.1	2.5	-2.9
-0.6	-0.4	-0.2
-2.9	0.2	-1.5
-1.0	-2.7	3.1
5.1	-6.1	3.8
2.8	3.1	-2.8
-4.8	-1043.5	2.2
0.4	4.9	-0.4
2.0	4.6	-0.7
1.1	4.1	-6.3
-1.8	2.5	-6.2
-0.3	-1.0	2.5
-2.2	0.1	-2.1
-0.7	0.7	0.1
1.7	-3.7	0.9
-0.4	-1.2	1.8
0.7	1.0	0.2
-9.8	-1.6	-1008.5
0.6	6.9	-4.0
-0.1	0.8	-0.7
-1.2	-1016.0	0.0
-10.2	-2.1	2.3
0.1	1.4	-3.6
2.5	0.2	-0.3
-7.8	0.6	-1018.2
2.7	1.8	2.2
2.5	-0.6	0.5
-8.6	-0.9	-6.8
1.0	0.2	5.5
-9.4	2.6	-0.8
1.8	-1.0	2.1
-9.3	-1052.2	0.6
-5.9	0.2	-1.3
-1.5	0.6	1.2
0.7	-3.4	-0.1
13.9	-0.8	1.4
3.4	-3.0	-1.1
-0.7	-1.1	-0.6
3.5	-962.6	-0.6
1.6	0.4	-0.9
-9.8	5.1	-5.9
-4.2	-2.5	5.9
-3.3	4.8	-1.1
2.4	0.1	1.0
-0.6	0.0	0.8
1.2	-1060.0	3.8
10.5	-1.1	-2.5
1.3	4.2	0.8
3.7	-0.3	3.0
2.2	1.5	-3.0
1.3	1.2	1.4
-0.5	3.6	-1088.2
-2.3	-0.3	-1.3
5.5	-3.4	2.2
1.0	2.2	-0.9
-1.5	-1.6	-1.4
2.1	0.1	0.5
-0.8	-938.0	0.4
-6.9	-32.6	-25.1
-3.2	0.6	-1.5
17.2	0.7	-0.5
0.8	2.4	-0.2
-0.4	-1.0	4.3
0.5	-0.9	0.2
0.2	-1029.5	0.9
1.3	3.0	1.8
-2.3	1.4	-947.0
-1.9	-1.1	4.4
4.3	0.4	-1.3
3.6	0.4	-0.2
3.3	0.5	-1.8
1.6	-2.7	0.2
0.5	-1188.0	-57.4
0.1	1.4	-0.1
2.5	-2.9	0.6
4.1	-5.5	4.7
5.2	1.0	-0.7
1.0	-1.0	-2.5
1.8	-1.3	-3.9
3.4	-3.4	1.3
-1.3	-3.1	-2.2
2.4	0.6	1.5
2.7	0.9	-1.0
-3.8	-1.2	-972.4
-1.4	5.5	-7.0
-0.8	-111.0	-108.1
-0.5	3.7	0.4
0.5	2.9	-3.3
-6.8	-2.7	-5.9
3.2	-0.1	-2.7
-4.8	0.3	-1.9
0.6	-0.7	2.6
-0.5	-3.3	0.7
0.4	1.1	-1.6
-0.3	0.7	7.0
-3.6	4.5	0.0
-32.5	4.9	-4.4
0.8	2.8	-1.9
-3.4	0.1	-1.8
-2.1	-1.3	1.2
2.6	0.0	0.6
1.4	-2.1	0.2
1.4	-0.1	0.4
-0.1	1.1	1.8
-10.9	2.3	-1.8
-3.2	-2.5	-936.0
-4.2	-1.7	-1001.9
0.5	2.0	-0.1
3.6	1.5	0.7
2.8	-2.3	5.2
0.1	0.1	-0.5
-4.5	0.0	3.5
2.4	-3.0	2.5
-0.9	-954.3	-0.6
2.6	1.7	-0.4
2.8	1.4	-1042.2
1.8	3.7	-4.1
0.1	3.0	-4.9
0.1	2.1	-1.0
-2.3	0.4	-0.7
-0.7	0.2	0.1
0.8	-1.2	-2.3
2.5	-1.9	-0.5
-1.9	1.8	-1035.1
-5.8	2.1	-1.9
-1.3	1.1	-2.6
1.5	-0.3	-993.1
4.9	-1.9	-2.1
-2.4	-1.5	-2.2
2.5	2.4	0.7
0.8	-1.6	0.0
-0.6	-0.1	-0.5
2.3	-0.4	-1.9
1.4	-142.7	-133.2
1.1	-1.4	-1.6
2.9	2.7	1.6
4.0	0.7	-0.7
0.0	-1044.4	-3.1
-0.6	-2.3	-997.9
-2.8	-1.3	-0.8
-3.0	-4.7	1.5
2.9	2.2	-3.7
2.3	2.0	-1.6
-0.4	-2.5	-2.5
3.5	-0.8	-0.2
-0.6	0.2	-4.2
4.3	-1.1	-1.6
0.3	-4.1	1.8
0.7	-0.9	-2.3
-1.3	2.6	3.4
13.1	1.6	0.3
-0.8	-3.0	-0.5
1.8	-994.9	-2.1
2.7	0.3	-1.4
2.0	0.5	-1.8
4.0	-2.0	1.4
0.1	-0.3	-1.9
-11.5	2.9	-2.0
-1.9	0.8	-0.5
-0.5	-1.5	-1024.1
-1.6	-3.9	-0.9
-1.1	2.3	-1.3
-1.9	3.3	-5.9
-2.0	1.6	-0.8
0.7	1.5	8.2
2.1	0.8	0.0
1.6	-2.5	2.6
-1.5	1.2	5.0
-9.6	0.9	0.3
3.4	-0.6	2.7
-1.9	6.0	-3.4
2.5	2.1	1.7
3.2	5.3	-1.5
3.7	2.0	0.9
3.7	-0.6	1.3
0.4	-4.4	2.4
-1.1	0.9	3.8
1.7	0.9	-4.9
0.3	-2.8	1.2
9.3	-1.3	-1.1
3.7	-5.6	2.1
1.7	-1.4	-1.9
1.6	-1.1	1.4
1.7	-1.9	2.2
7.5	4.2	-1.5
5.5	-0.2	2.2
0.9	0.1	0.4
0.1	2.9	-1056.5
2.3	-6.0	0.2
-1.7	1.8	-1086.3
1.3	-5.4	2.6
-2.3	0.6	0.1
-0.1	0.5	-1.9
-4.1	-4.2	1.9
2.8	2.3	2.1
-1.1	-0.4	0.1
0.5	3.2	-1.7
2.4	-54.6	-1183.3
-12.1	0.9	0.0
2.7	-2.8	-2.2
6.1	3.2	1.1
1.8	3.1	-0.5
0.3	-1065.7	4.8
-0.5	-2.2	4.8
0.2	1.3	0.3
1.5	-928.8	-3.7
3.3	-974.0	-0.5
12.4	3.4	0.8
-2.5	1.0	-2.6
2.3	0.7	0.7
0.0	-0.9	1.2
0.2	-59.6	-47.2
0.0	-945.1	-1.6
4.0	-0.5	0.3
0.6	-1.8	-3.4
2.1	3.9	0.1
-0.2	-0.4	1.6
-4.3	2.2	-5.4
1.2	0.6	0.3
6.2	-0.1	-1.7
0.2	0.1	2.5
3.4	-4.9	2.3
0.5	-140.2	-132.3
-4.4	-4.3	1.4
-10.4	-0.9	0.0
0.4	0.2	-1.6
0.9	-4.0	1.1
2.1	0.4	-2.5
2.9	-3.3	-2.8
-11.3	5.2	1.0
-0.8	0.5	-1028.2
8.7	2.8	-3.3
-2.1	0.1	1.8
1.4	2.7	1.1
-7.3	4.8	4.8
-1.3	0.5	-1.7
1.1	-0.2	1.8
-3.5	1.8	-1.5
-1.5	2.9	0.3
0.0	0.5	-2.0
1.1	1.9	1.9
-12.6	-0.7	1.4
0.4	-3.5	-0.1
1.9	0.8	1.5
-1.1	3.1	-1.8
0.6	0.1	1.0
-0.5	-0.8	0.5
-2.0	-1.5	-0.4
3.0	-0.5	1.9
20.7	-0.1	0.7
0.0	1.1	0.4
2.3	3.2	2.7
-1.4	-971.8	3.3
-3.1	0.6	-1.6
-1.6	-1025.6	0.5
2.8	-0.4	0.0
3.8	2.1	-3.7
-3.0	2.8	-0.9
1.4	1.6	0.9
0.7	-1.3	1.2
0.6	-17.1	-0.9
0.7	-1.9	2.0
3.2	-992.2	2.9
5.5	3.1	-2.0
2.7	-4.5	-1.1
-0.3	-5.2	6.4
2.0	2.4	6.5
0.6	-46.3	-32.4
-12.2	-963.5	2.7
-0.8	5.6	-1.4
0.6	-1.0	-0.6
-1.5	-0.1	-1.7
-1.0	5.5	-3.7
2.4	-0.4	3.2
3.5	1.0	-0.5
-2.5	1.3	4.2
-1.7	-1.3	0.5
-0.9	-0.3	6.1
-0.2	0.2	1.4
-9.6	-1194.5	-65.6
-19.0	-1142.4	-22.5
3.9	1.1	-1.2
1.9	-2.8	-0.4
-0.9	-1.5	0.9
-1.2	3.3	-3.2
0.2	0.2	0.2
-0.2	2.6	-1041.9
3.1	2.2	-6.8
1.4	-3.4	5.7
4.4	2.1	-3.4
0.2	0.6	1.5
-1.5	5.6	1.0
1.3	-2.0	0.6
0.7	-1.3	-0.5
-2.5	-2.3	5.7
9.2	1.4	1.1
1.3	0.1	-2.4
1.9	-0.5	0.4
-1.6	-1.0	3.2
-2.4	-2.5	-1.1
-2.7	-3.1	-2.7
0.4	-3.0	0.3
-0.4	1.4	1.6
2.9	-3.9	1.1
1.1	3.7	-6.0
0.0	3.9	0.6
0.4	4.3	-4.4
-4.8	-1009.7	-1.5
-1.0	-1.7	17.0
-4.0	1.0	-0.2
2.6	-0.3	0.4
-4.3	1.1	0.4
1.5	-1.4	1.1
-4.8	3.7	-1.9
8.4	1.0	3.6
2.8	2.9	-5.2
-12.1	-1.8	-0.6
0.0	-1.3	-0.3
0.5	-3.8	3.7
2.3	-960.4	0.0
3.2	-970.3	1.7
1.0	-1083.7	-2.3
0.8	-1009.2	-1.9
1.3	-1.5	1.2
1.7	0.1	-0.4
-8.0	-1.1	-2.7
4.5	3.0	0.6
0.0	0.7	-0.7
-3.1	1.7	0.5
1.8	-1.4	-0.9
1.1	1.9	-3.0
-3.3	-4.7	2.1
-1.7	3.2	-1.9
-0.5	-0.7	-2.2
-0.5	-1.6	0.5
2.3	-0.6	-0.3
1.3	-0.9	-2.4
-2.5	-1.3	1.8
-3.2	-0.7	2.2
0.4	1.0	-1012.1
1.6	-0.7	1.9
-1.7	-999.9	4.5
2.5	0.1	-5.2
2.1	1.9	-0.1
-0.9	-971.2	-2.9
2.4	2.8	-5.5
1.1	-3.9	0.3
-1.9	4.5	-4.2
1.7	1.9	-0.3
2.0	2.8	6.3
-2.4	1.1	-2.0
15.5	-1.3	1.7
0.1	2.3	-4.0
1.7	-918.8	-0.8
-2.4	6.3	-1.8
3.4	-0.2	-3.3
1.6	1.2	-0.1
3.4	1.5	-4.2
-1.0	-1.9	0.8
2.0	-18.7	-22.4
1.1	-0.5	-0.8
0.2	0.3	-0.6
0.5	-6.2	3.6
1.0	-0.1	5.9
-1.0	-0.5	1.0
10.7	-0.8	0.4
2.4	2.0	-5.0
0.3	4.3	-3.2
1.2	2.0	-1.7
-0.3	-1.2	-4.3
-2.2	-3.4	2.1
5.7	4.2	-3.9
1.4	0.4	-2.6
-1.4	-7.2	3.5
-0.4	1.1	-0.3
-0.7	-974.2	0.2
-1.1	-1.4	-4.9
3.2	0.5	-2.0
3.5	1.9	-6.7
-1.2	-2.3	-0.7
0.3	-1.1	2.6
1.8	1.4	-5.2
-1.8	-0.9	0.0
1.0	-0.8	-0.2
3.0	-13.8	-15.0
-0.5	-970.3	-3.0
-1.7	-2.0	5.0
-1.2	-1.7	0.1
0.1	2.1	-980.5
-3.0	-973.1	0.7
-1.2	-6.3	4.1
2.8	-0.9	1.4
1.0	-0.7	0.6
0.2	-1.3	0.6
3.3	-2.7	2.7
3.1	-0.6	0.7
0.5	1.9	-3.9
-0.1	0.2	-3.7
1.1	1.7	-1.8
2.6	-936.3	5.5
-7.8	2.5	-4.0
3.7	-982.9	3.1
6.0	1.2	4.6
2.7	1.5	-3.5
-1.4	-0.1	1.3
-11.0	0.9	-1.7
1.5	-0.7	2.1
-10.7	-1.2	4.0
6.5	-0.5	0.2
-0.3	0.4	-0.6
0.2	3.7	-999.9
2.1	-2.5	-0.8
-10.6	0.5	0.7
2.6	2.9	-3.0
-0.6	7.0	-3.0
