35 1 990.626 125.328
35 2 -442.104 77.6722
36 0 864.861 1.64824
36 1 703.496 66.9225
36 2 -224.764 36.808
37 0 858.408 1.35384
37 1 485.653 46.8157
37 2 -125.722 25.2102
38 0 859.729 1.57433
38 1 550.19 57.5444
38 2 -181.279 33.6348
39 0 858.572 1.40879
39 1 540.305 51.6983
39 2 -156.049 28.7519
40 0 859.038 2.42651
40 1 697.566 105.671
40 2 -302.217 69.689
41 0 859.841 2.68724
41 1 713.231 119.965
41 2 -316.634 80.5376
42 0 855.32 1.6595
42 1 467.608 57.4496
42 2 -141.122 33.2892
43 0 860.124 2.3347
43 1 693.216 100.547
43 2 -285.884 64.854
44 0 872.351 4.04222
44 1 1150.12 224.975
44 2 -530.403 141.096
45 0 867.158 3.0051
45 1 967.413 148.883
45 2 -443.854 94.1138
46 0 861.864 1.75919
46 1 671.279 70.6468
46 2 -225.913 40.0591
47 0 873.393 4.79404
47 1 1344.72 283.651
47 2 -692.341 183.08
48 0 868.101 3.84069
48 1 1126.35 214.764
48 2 -593.846 146.542
49 0 867.75 3.20828
49 1 1180.24 175.62
49 2 -615.124 116.795
50 0 865.806 2.49841
50 1 1015.08 126.101
50 2 -482.059 80.9797
51 0 867.608 3.48067
51 1 1131.92 184.704
51 2 -555.263 118.089
52 0 875.242 3.86628
52 1 1327.72 228.24
52 2 -689.213 148.531
53 0 872.254 2.58984
53 1 1093.2 134.846
53 2 -474.393 82.1091
54 0 866.476 2.67284
54 1 971.55 134.259
54 2 -489.337 90.0645
55 0 860.405 1.6624
55 1 588.465 64.726
55 2 -205.453 39.3267
56 0 857.835 1.52787
56 1 477.545 55.3902
56 2 -160.86 35.5375
57 0 864.151 3.00749
57 1 831.089 139.347
57 2 -359.558 88.0278
58 0 857.29 1.58893
58 1 471.44 56.2917
58 2 -148.439 34.3576
59 0 855.672 1.40975
59 1 391.333 42.5216
59 2 -81.1695 20.7731
60 0 871.412 4.00814
60 1 1210.34 224.679
60 2 -601.807 144.493
61 0 869.303 2.71853
61 1 966.891 142.627
61 2 -431.019 92.1868
62 0 863.282 1.55661
62 1 679.917 61.9079
62 2 -206.733 32.8555
63 0 869.943 2.72261
63 1 983.427 139.475
63 2 -412.388 85.2841
64 0 864.357 1.48443
64 1 719.877 67.9013
64 2 -251.73 40.7975
65 0 867.328 1.93404
65 1 897.054 101.065
65 2 -384.225 66.0488
66 0 867.318 1.95781
66 1 909.176 95.2071
66 2 -349.006 56.3756
67 0 871.798 2.76722
67 1 1239.88 157.627
67 2 -547.315 95.9631
68 0 862.884 1.07791
68 1 589.028 39.7032
68 2 -140.761 18.8851
69 0 866.61 1.67553
69 1 836.987 80.1188
69 2 -316.195 48.5609
70 0 866.251 1.78249
70 1 804.935 79.8949
70 2 -296.161 46.6583
71 0 866.525 1.78721
71 1 849.063 87.1766
71 2 -317.869 52.438
72 0 860.006 1.19871
72 1 507.294 45.4837
72 2 -152.187 27.1506
73 0 866.522 2.55635
73 1 969.216 136.716
73 2 -431.619 89.9677
74 0 863.123 2.86866
74 1 792.131 151.467
74 2 -362.093 106.535
75 0 865.675 2.079
75 1 856.681 102.615
75 2 -357.233 65.4858
76 0 861.079 1.553
76 1 617.75 59.9289
76 2 -196.594 33.1605
77 0 863.305 1.94658
77 1 678.953 97.1632
77 2 -296.864 69.5968
78 0 864.104 1.52437
78 1 669.453 65.2093
78 2 -238.031 40.2688
79 0 863.39 1.30721
79 1 647.693 56.3764
79 2 -217.956 34.3837
80 0 868.757 2.38063
80 1 1063.6 132.199
80 2 -478.708 87.2022
81 0 872.057 3.467
81 1 1206.24 209.904
81 2 -600.458 142.46
82 0 868.199 1.97111
82 1 1017.51 104.626
82 2 -460.054 68.7045
83 0 865.105 1.34137
83 1 680.433 62.3277
83 2 -247.975 39.0601
84 0 866.809 1.59045
84 1 796.548 76.3694
84 2 -314.167 48.1985
85 0 865.997 1.86672
85 1 855.585 89.0609
85 2 -329.59 54.1864
86 0 864.062 1.29712
86 1 635.327 56.8953
86 2 -236.216 36.7505
87 0 864.222 1.75605
87 1 733.391 87.2566
87 2 -297.546 58.5797
88 0 858.29 1.04551
88 1 482.269 37.306
88 2 -126.051 21.0152
89 0 859.281 1.32982
89 1 442.506 40.7016
89 2 -97.6674 18.3642
90 0 860.086 1.54738
90 1 539.207 56.0888
90 2 -173.049 31.3916
91 0 860.237 2.1355
91 1 640.606 85.1594
91 2 -240.854 50.1099
92 0 857.976 0.91912
92 1 329.157 21.4343
92 2 -32.8949 6.66194
93 0 859.125 1.24558
93 1 468.769 43.0752
93 2 -124.293 23.304
94 0 863.45 1.26703
94 1 562.579 51.9154
94 2 -177.711 30.7553
95 0 863.047 1.45369
95 1 594.947 66.1101
95 2 -227.917 43.8691
96 0 872.951 4.29283
96 1 1352.36 244.322
96 2 -673.042 153.587
97 0 860.143 1.75304
97 1 483.93 80.7485
97 2 -206.226 63.1606
98 0 853.393 0.968216
98 1 159.591 36.0415
98 2 -67.1832 38.3111
99 0 863.135 1.8818
99 1 545.178 91.8544
99 2 -236.4 71.2059
100 0 872.705 2.14443
100 1 1082.28 110.838
100 2 -416.767 63.568
101 0 870.681 2.51314
101 1 1049.9 137.286
101 2 -502.714 91.5899
102 0 857.35 1.87313
102 1 327.177 87.3221
102 2 -228.342 106.969
103 0 870.788 2.92276
103 1 1034.01 156.791
103 2 -441.138 97.9967
104 0 855.442 0.941381
104 1 216.94 36.0692
104 2 -84.761 32.6745
105 0 865.127 2.44334
105 1 747.312 124.975
105 2 -376.506 94.7939
106 0 867.56 2.57576
106 1 922.091 136.562
106 2 -429.841 92.7835
107 0 864.391 1.90083
107 1 802.253 86.0187
107 2 -311.457 53.2188
108 0 866.998 2.43282
108 1 894.231 123.382
108 2 -392.821 79.8052
109 0 866.002 2.37483
109 1 879.665 113.509
109 2 -357.7 70.7418
110 0 864.118 2.66323
110 1 694.382 134.353
110 2 -305.968 97.7648
111 0 859.832 1.97037
111 1 645.926 85.3762
111 2 -262.23 59.5045
112 0 854.987 0.95447
112 1 359.802 28.0414
112 2 -55.1766 13.1099
113 0 865.503 1.88461
113 1 641.956 90.4265
113 2 -270.101 63.1387
114 0 864.687 1.71929
114 1 573.309 82.6624
114 2 -241.63 59.8837
115 0 872.314 3.16073
115 1 1099.6 180.444
115 2 -582.475 129.794
116 0 863.947 1.33176
116 1 675.266 49.983
116 2 -158.937 23.1501
117 0 858.367 0.846121
117 1 274.458 30.9708
117 2 -62.6556 18.2534
118 0 864.295 2.1917
118 1 663.016 109.641
118 2 -295.614 81.5587
119 0 865.652 1.78668
119 1 734.831 86.6432
119 2 -323.905 60.5282
120 0 867.127 2.58541
120 1 869.348 139.515
120 2 -447.009 104.657
121 0 869.335 1.74955
121 1 840.658 85.4686
121 2 -314.428 51.8344
122 0 864.084 1.49221
122 1 582.675 67.8115
122 2 -197.313 42.463
123 0 866.132 1.59628
123 1 742.518 61.3575
123 2 -182.522 29.0084
124 0 866.964 2.22386
124 1 767.41 113.946
124 2 -339.507 78.427
125 0 874.37 3.29325
125 1 1181.87 186.63
125 2 -584.753 123.429
126 0 871.423 3.56162
126 1 1212.77 203.203
126 2 -614.172 134.487
127 0 870.243 4.49028
127 1 1165.76 253.871
127 2 -551.541 161.844
128 0 858.938 1.92907
128 1 636.392 73.3462
128 2 -194.961 38.2041
129 0 861.141 1.53444
129 1 599.448 56.4224
129 2 -167.239 29.1911
130 0 866.245 2.00418
130 1 813.027 92.9029
130 2 -319.987 56.5505
131 0 865.404 1.75855
131 1 722.997 83.1033
131 2 -293.215 53.5475
132 0 865.15 1.47644
132 1 704.865 61.9091
132 2 -217.158 33.1989
133 0 865.657 1.42836
133 1 715.716 59.085
133 2 -205.081 30.4088
134 0 860.93 1.35466
134 1 491.232 59.403
134 2 -186.947 41.2438
135 0 859.852 1.22718
135 1 461.553 51.5549
135 2 -148.302 32.5085
136 0 866.626 3.3287
136 1 1090.5 176.268
136 2 -527.857 113.439
137 0 865.959 1.5292
137 1 676.901 58.9922
137 2 -184.639 29.1588
138 0 865.946 1.20885
138 1 603.087 50.6267
138 2 -187.397 28.5831
139 0 865.607 1.1864
139 1 628.527 47.1064
139 2 -169.995 23.5915
140 0 866.122 1.58766
140 1 741.858 66.2051
140 2 -254.476 36.5788
141 0 868.845 2.33537
141 1 932.814 119.965
141 2 -420.392 78.272
142 0 865.825 1.619
142 1 687.356 67.6111
142 2 -239.371 39.0462
143 0 860.676 1.43082
143 1 497.372 50.4408
143 2 -156.648 29.2766
144 0 856.64 1.31135
144 1 401.667 44.1176
144 2 -112.475 27.0511
145 0 856.053 1.09356
145 1 362.834 33.6628
145 2 -84.3697 18.3436
146 0 861.328 1.70603
146 1 615.529 67.8147
146 2 -203.354 38.5535
147 0 859.406 1.32847
147 1 471.556 44.6524
147 2 -120.426 23.7973
148 0 862.745 1.5116
148 1 565.717 53.9056
148 2 -147.438 27.7703
149 0 867.079 1.74807
149 1 779.495 82.8936
149 2 -290.038 49.5075
150 0 863.5 1.22738
150 1 559.218 42.516
150 2 -116.994 19.077
151 0 863.532 1.37356
151 1 590.392 52.611
151 2 -179.175 29.5867
152 0 858.076 1.12891
152 1 371.75 45.1522
152 2 -128.496 31.4708
153 0 864.649 1.4182
153 1 669.063 61.5076
153 2 -236.024 37.6701
154 0 869.01 1.78973
154 1 840.702 84.3831
154 2 -323.357 50.3213
155 0 867.492 1.67322
155 1 724.852 79.2443
155 2 -293.27 51.0385
156 0 863.748 1.29578
156 1 576.699 43.6933
156 2 -123.984 19.0056
157 0 862.255 1.54375
157 1 670.018 60.6008
157 2 -184.442 31.9746
158 0 867.04 1.96254
158 1 797.354 85.842
158 2 -301.778 49.5954
159 0 869.001 1.96438
159 1 868.797 94.3813
159 2 -381.673 60.1149
160 0 865.257 1.63865
160 1 679.885 70.0915
160 2 -225.228 39.4929
161 0 867.974 2.53538
161 1 872.918 128.702
161 2 -371.769 82.1449
162 0 862.752 2.31818
162 1 748.29 103.047
162 2 -313.859 64.991
163 0 860.331 1.53834
163 1 516.628 53.7118
163 2 -151.991 28.6304
164 0 858.122 1.1304
164 1 404.611 32.0179
164 2 -67.2309 12.597
165 0 857.769 1.18054
165 1 416.27 34.8044
165 2 -85.7241 15.5611
166 0 857.802 1.06327
166 1 382.173 31.0021
166 2 -75.3983 14.3766
167 0 866.514 1.83809
167 1 762.639 81.6616
167 2 -294.365 49.7367
168 0 865.276 1.84358
168 1 703.22 83.1425
168 2 -268.122 51.7622
169 0 863.33 1.21229
169 1 539.33 44.927
169 2 -163.649 26.3258
170 0 855.054 0.717819
170 1 183.766 21.5437
170 2 -32.0465 11.6107
171 0 864.555 1.21597
171 1 585.086 47.1925
171 2 -177.242 26.4926
172 0 861.846 0.950506
172 1 411.298 26.6786
172 2 -64.6287 10.7962
173 0 864.801 1.24168
173 1 604.574 46.5778
173 2 -163.392 23.6089
174 0 866.194 1.32821
174 1 639.143 56.8025
174 2 -209.321 32.975
175 0 861.955 1.43243
175 1 539.809 54.4528
175 2 -172.594 32.4556
176 0 868.235 2.32869
176 1 853.464 114.749
176 2 -373.31 73.6126
177 0 861.827 1.88186
177 1 694.207 80.1371
177 2 -273.606 49.9695
178 0 864.542 1.93285
178 1 733.331 80.8116
178 2 -266.417 45.9759
179 0 859.689 1.44062
179 1 540.363 50.9477
179 2 -164.93 27.88
180 0 862.59 1.61221
180 1 616.089 61.649
180 2 -197.476 33.8827
181 0 860.044 1.88443
181 1 652.026 74.5249
181 2 -223.221 41.4936
182 0 856.839 1.32924
182 1 422.689 41.4934
182 2 -101.1 21.0721
183 0 859.899 1.53151
183 1 524.815 57.8802
183 2 -183.371 35.8454
184 0 871.183 3.7443
184 1 1147.16 201.478
184 2 -528.799 124.164
185 0 860.247 1.85398
185 1 682.979 75.712
185 2 -265.203 46.4899
186 0 866.337 2.18138
186 1 841.454 98.8129
186 2 -311.727 56.4756
187 0 863.095 1.43414
187 1 594.557 50.5816
187 2 -146.27 23.4834
188 0 868.671 2.27676
188 1 971.664 111.105
188 2 -395.58 64.9484
189 0 875.866 3.84975
189 1 1486.76 225.281
189 2 -733.503 135.196
190 0 863.111 1.69657
190 1 706.564 73.3104
190 2 -258.762 44.1692
191 0 860.731 1.2149
191 1 469.293 40.5941
191 2 -115.857 20.7914
192 0 858.725 0.952039
192 1 336.62 36.8417
192 2 -95.6961 22.7631
193 0 856.781 0.874138
193 1 218.259 30.0497
193 2 -65.5938 21.7985
194 0 859.011 1.04562
194 1 338.573 40.8328
194 2 -99.1518 26.123
195 0 865.356 1.75009
195 1 761.533 81.4107
195 2 -275.275 47.6808
196 0 863.716 1.66577
196 1 663.606 76.2526
196 2 -241.682 46.8318
197 0 857.557 1.45528
197 1 466.898 45.9989
197 2 -116.516 21.1541
198 0 857.258 1.15173
198 1 435.945 37.1993
198 2 -93.7883 16.4538
199 0 862.251 1.6892
199 1 606.088 71.9295
199 2 -200.306 41.7008
200 0 858.432 1.20169
200 1 359.755 48.7187
200 2 -100.931 30.364
201 0 864.368 1.85581
201 1 677.385 93.1102
201 2 -314.633 68.5527
202 0 855.997 0.839139
202 1 218.732 27.7948
202 2 -48.3902 16.252
203 0 858.482 0.881602
203 1 318.693 31.2185
203 2 -69.8232 16.2515
204 0 863.914 1.288
204 1 578.084 53.395
204 2 -173.88 29.667
205 0 859.046 1.12714
205 1 352.259 45.8642
205 2 -119.391 32.2687
206 0 862.283 1.07602
206 1 484.684 43.8744
206 2 -150.84 26.4487
207 0 863.082 1.3152
207 1 541.517 58.2008
207 2 -164.641 33.499
208 0 0 0
208 1 0 0
208 2 0 0
209 0 0 0
209 1 0 0
209 2 0 0
210 0 862.986 1.52472
210 1 568.253 69.1261
210 2 -203.874 43.8341
211 0 860.689 1.42353
211 1 467.063 61.6929
211 2 -143.293 38.4184
212 0 855.131 1.13415
212 1 165.559 38.8788
212 2 -80.5776 42.1218
213 0 853.469 1.11881
213 1 202.983 37.8122
213 2 -50.8392 25.1064
214 0 863.002 2.28014
214 1 732.562 108.13
214 2 -264.55 65.1047
215 0 862.803 1.72166
215 1 688.837 75.4615
215 2 -252.712 45.0228
216 0 862.944 1.5171
216 1 670.924 65.589
216 2 -231.82 38.5403
217 0 866.339 1.89687
217 1 830.613 93.7962
217 2 -308.941 55.9271
218 0 857.796 1.00965
218 1 289.281 37.5331
218 2 -72.6365 22.415
219 0 867.78 1.80187
219 1 824.918 87.8867
219 2 -316.314 53.4695
220 0 857.09 1.14166
220 1 260.16 45.4863
220 2 -106.631 40.635
221 0 867.113 2.41765
221 1 873.735 129.104
221 2 -358.084 82.6069
222 0 864.859 1.66212
222 1 709.67 78.9899
222 2 -253.099 47.7209
223 0 859.744 1.23553
223 1 401.576 51.7592
223 2 -116.972 32.0707
224 0 855.202 0.97882
224 1 301.701 25.1249
224 2 -42.8426 10.6092
225 0 867.493 2.09262
225 1 834.216 95.3862
225 2 -331.687 56.9321
226 0 868.214 4.05524
226 1 1079 213.882
226 2 -523.199 135.953
227 0 857.758 1.48878
227 1 486.761 50.8161
227 2 -140.645 27.5985
228 0 859.957 1.34248
228 1 435.627 42.7715
228 2 -100.755 22.7752
229 0 856.91 1.42184
229 1 429.962 46.6879
229 2 -112.315 25.5827
230 0 861.645 1.77887
230 1 528.08 59.9671
230 2 -148.499 31.2292
231 0 862.81 1.62741
231 1 617.914 64.7348
231 2 -207.847 37.8535
232 0 867.784 2.68569
232 1 990.778 121.525
232 2 -354.648 63.6447
233 0 860.725 1.55985
233 1 444.514 66.0496
233 2 -152.789 43.4789
234 0 866.16 2.06185
234 1 779.259 92.3818
234 2 -279.755 53.4221
235 0 869.065 1.92247
235 1 823.369 86.8534
235 2 -288.124 48.7636
236 0 863.776 1.11027
236 1 536.203 35.1884
236 2 -93.7214 14.4105
237 0 864.896 1.8121
237 1 714.15 71.831
237 2 -226.656 37.5653
238 0 868.543 2.74998
238 1 921.203 126.998
238 2 -393.396 74.7338
239 0 859.804 1.59908
239 1 559.827 56.8951
239 2 -160.971 29.6433
240 0 871.098 4.79512
240 1 1206.2 265.694
240 2 -595.62 167.759
241 0 866.839 2.76412
241 1 926.431 129.871
241 2 -406.1 78.5856
242 0 868.389 1.96441
242 1 823.511 87.1266
242 2 -293.548 48.2686
243 0 867.419 2.6979
243 1 906.412 126.592
243 2 -347.213 71.5229
244 0 862.604 1.45522
244 1 590.901 48.9629
244 2 -137.051 21.2989
245 0 865.153 1.79366
245 1 742.992 69.6288
245 2 -213.017 33.3945
246 0 873.145 3.77628
246 1 1214.61 203.689
246 2 -537.287 119
247 0 860.203 1.14522
247 1 432.131 33.3795
247 2 -75.3569 13.9069
248 0 859.117 1.77467
248 1 554.512 62.2904
248 2 -155.651 32.7127
249 0 859.81 1.27619
249 1 436.609 37.9489
249 2 -82.819 16.1379
250 0 858.6 1.30881
250 1 438.233 39.6408
250 2 -85.5136 17.2498
251 0 864.247 1.82397
251 1 657.639 67.3689
251 2 -185.189 32.6981
252 0 861.466 1.34036
252 1 540.341 44.3913
252 2 -125.147 19.7977
253 0 862.713 1.48107
253 1 564.138 46.9111
253 2 -115.428 18.5061
254 0 862.514 1.46485
254 1 556.759 45.8953
254 2 -106.033 17.6764
255 0 858.99 1.28177
255 1 426.676 38.5109
255 2 -88.6153 17.1237
